STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
1,AL,35014,3,210,60,90,60,140,470,160,0,0,0,0,0,50,60,13109,210,13264,190,10656,60,44,30,44,30,38,50,40,50,302,30,23,30,500,50,1220,0,20,87,40,644,0,0,50,155,40,11,0,0,0,0,0,0,0,0,0,0,0,0,90,1641,5317,40,176,80,188,30,48,60,42,60,18,90,268,60,298,0,0,0,0,50,65,0,0,80,447,50,493,0,0,210,8156,210,1109,0,0,0,0,90,117,0,0,30,15,0,0,0,0,60,78,30,22,30,100,0,0,0,0,0,0,210,1501,0,0,0,0,0,0,30,30,0,0,210,992,210,1084,0,0,0,0,40,124,180,538
1,AL,35014,4,140,30,100,30,100,330,100,0,0,0,0,0,30,40,11961,140,12037,130,9591,60,78,0,0,0,0,40,31,0,0,0,0,0,0,40,1320,20,0,0,30,540,0,0,30,76,0,0,0,0,0,0,0,0,20,21,0,0,0,0,60,1429,5330,0,0,50,192,0,0,40,34,40,16,60,259,50,260,0,0,0,0,0,0,0,0,60,400,40,400,0,0,140,8258,140,1182,20,57,0,0,60,77,0,0,0,0,20,31,0,0,40,52,0,0,0,0,0,0,0,0,0,0,140,1408,0,0,0,0,0,0,0,0,0,0,140,1105,140,1130,0,0,0,0,40,103,100,371
1,AL,35014,5,120,0,110,0,100,330,100,0,0,0,0,0,0,50,15864,120,16138,110,11049,70,47,50,644,50,367,70,90,20,30,40,536,30,998,60,2140,0,0,0,40,963,50,2083,50,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1984,10818,0,0,70,374,0,0,80,90,80,29,80,506,80,688,0,0,0,0,0,0,0,0,70,502,30,390,0,0,120,12032,120,1982,0,0,0,0,60,69,0,0,0,0,0,0,0,0,20,29,0,0,20,50,0,0,0,0,0,0,120,2065,0,0,0,0,0,0,0,0,0,0,120,1918,120,1993,0,0,0,0,70,554,70,277
1,AL,35014,6,30,0,20,0,20,60,0,0,0,0,0,0,0,0,8697,30,8697,20,4874,20,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1313,8477,0,0,20,319,0,0,20,49,0,0,30,383,0,0,0,0,0,0,0,0,0,0,20,449,0,0,0,0,30,7185,30,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1608,0,0,0,0,0,0,0,0,0,0,30,1749,30,1845,0,0,0,0,0,0,0,0
1,AL,35016,1,2810,1730,560,480,1560,4150,1250,160,80,80,40,90,520,620,34992,2810,35620,2090,25501,370,229,160,248,140,134,40,13,510,3950,140,20,200,1227,400,3949,40,60,194,150,280,30,59,520,628,0,0,0,0,60,186,0,0,50,31,30,61,0,0,150,2086,2096,120,1003,40,30,100,76,80,53,80,13,150,175,70,298,0,0,0,0,0,0,0,0,110,269,60,212,0,0,1100,6544,1130,718,0,0,100,32,310,93,0,0,0,0,70,38,150,26,70,21,0,0,440,631,230,1125,230,1134,80,39,2570,6012,1070,2751,900,2287,590,729,110,77,120,53,970,624,1390,1315,0,0,0,0,270,191,2370,4864
1,AL,35016,2,1730,670,750,270,1040,3590,1120,100,60,40,0,50,320,460,62655,1730,63274,1430,48435,370,217,150,249,130,146,150,74,240,1995,120,234,160,1448,420,8259,50,50,165,390,2337,40,139,360,619,50,11,0,0,40,166,40,159,110,90,0,0,0,0,310,4742,11735,170,1302,210,485,100,96,230,134,210,46,310,774,200,1012,0,0,0,0,50,42,0,0,250,836,110,722,0,0,1650,29709,1650,3603,0,0,80,56,740,604,40,2,110,43,110,117,300,62,420,367,50,15,170,405,130,590,140,618,110,68,1700,7434,480,1064,390,867,340,512,90,78,50,48,1330,2999,1440,3503,0,0,0,0,230,325,1480,4196
1,AL,35016,3,1060,240,700,90,710,2520,770,30,0,30,0,0,130,320,65116,1060,65720,850,47456,360,363,140,377,130,290,180,109,150,1437,120,251,150,1478,330,10286,60,20,67,280,3669,50,429,260,604,40,11,0,0,30,110,0,0,100,101,0,0,0,0,300,5199,18780,110,943,240,599,60,102,250,190,210,49,300,956,200,1098,0,0,50,11,50,59,0,0,260,1085,130,901,30,140,1050,41045,1050,5554,0,0,30,64,480,676,40,3,90,37,80,115,110,18,330,482,40,11,120,325,20,120,40,190,30,40,1050,7110,0,0,0,0,50,54,70,66,0,0,1000,4878,1010,5261,0,0,0,0,210,415,830,2214
1,AL,35016,4,680,90,560,40,440,1750,510,0,0,0,0,0,60,220,58232,680,58744,560,43016,260,210,130,266,120,208,180,137,110,1178,110,356,100,1655,230,8322,40,30,95,180,3283,30,327,210,512,50,14,0,0,20,125,30,195,80,98,0,0,0,0,250,4844,22111,60,622,200,674,50,75,230,177,170,49,250,993,220,1314,40,91,0,0,80,108,0,0,220,1113,70,617,0,0,670,41064,670,5859,0,0,0,0,320,512,30,2,70,31,80,101,0,0,220,360,50,12,70,227,0,0,0,0,0,0,670,6834,0,0,0,0,0,0,50,47,0,0,670,5347,670,5617,0,0,0,0,150,351,520,1540
1,AL,35016,5,720,70,640,0,480,2050,690,0,0,0,0,0,40,220,94417,720,95108,630,71184,390,302,200,599,180,419,350,379,170,1819,170,1720,120,2855,270,12244,60,0,0,160,3644,70,820,250,691,70,21,0,0,30,209,0,0,60,53,20,48,0,0,470,10605,64322,60,455,420,2159,50,107,450,541,380,103,470,2931,400,2961,0,0,70,27,0,0,30,25,450,3077,130,892,0,0,720,72582,720,12301,0,0,0,0,330,442,60,7,70,36,100,151,0,0,170,211,50,16,100,314,0,0,0,0,0,0,710,13107,0,0,0,0,0,0,100,98,0,0,720,11859,720,12271,0,0,0,0,250,1061,450,1771
1,AL,35016,6,130,0,120,0,110,380,120,0,0,0,0,0,0,50,47699,130,48522,120,26516,100,253,70,489,70,417,80,177,40,4083,60,4013,20,875,50,2936,30,0,0,30,690,40,5058,50,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,4043,38323,0,0,110,1209,0,0,110,257,90,37,110,1523,90,781,0,0,0,0,0,0,0,0,100,1754,0,0,0,0,130,42225,130,10225,40,93,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,30,338,0,0,0,0,0,0,130,9636,0,0,0,0,0,0,0,0,0,0,130,10209,130,10861,60,66,50,61,70,1739,50,254
1,AL,35019,1,360,200,90,70,240,580,190,0,0,0,0,20,70,80,4731,360,4817,260,3411,50,16,0,0,0,0,0,0,70,598,0,0,30,194,50,592,20,0,0,20,30,30,207,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,136,20,28,0,0,20,8,0,0,0,0,30,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,750,140,82,0,0,30,14,30,7,0,0,0,0,0,0,20,4,0,0,0,0,60,114,30,156,30,148,0,0,320,882,150,426,130,348,90,121,0,0,20,14,120,75,180,201,0,0,0,0,40,39,300,709
1,AL,35019,2,250,90,120,60,170,590,220,0,0,0,0,0,40,50,9107,250,9189,230,7837,40,12,50,40,40,30,30,10,40,224,40,19,0,0,40,738,30,30,99,30,189,0,0,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,640,1339,0,0,0,0,0,0,0,0,30,4,40,66,0,0,0,0,0,0,0,0,0,0,30,58,0,0,0,0,240,4151,240,507,0,0,0,0,110,89,0,0,0,0,0,0,50,14,80,59,0,0,30,53,20,92,20,101,30,21,250,1169,90,209,70,172,80,126,0,0,0,0,180,418,200,486,0,0,0,0,60,69,220,728
1,AL,35019,3,140,40,100,0,100,370,120,0,0,0,0,0,30,50,8519,140,8672,130,7140,60,20,0,0,0,0,40,31,20,-3,0,0,20,246,50,1350,30,0,0,30,381,0,0,50,153,0,0,0,0,0,0,0,0,40,20,0,0,0,0,30,639,1803,20,136,40,100,0,0,40,24,40,8,30,77,40,216,0,0,0,0,0,0,0,0,40,140,50,459,0,0,140,5105,140,669,0,0,0,0,70,116,0,0,30,13,50,60,20,3,50,79,0,0,30,67,0,0,0,0,0,0,140,919,0,0,0,0,0,0,50,37,0,0,130,552,140,585,0,0,0,0,0,0,120,355
1,AL,35019,4,60,0,50,0,40,180,70,0,0,0,0,0,0,0,5051,60,5051,50,3919,0,0,30,17,20,14,0,0,30,106,20,311,0,0,0,0,0,0,0,30,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,377,1748,0,0,0,0,0,0,0,0,0,0,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3458,60,479,0,0,0,0,40,77,0,0,0,0,0,0,0,0,50,90,0,0,0,0,0,0,0,0,0,0,60,584,0,0,0,0,0,0,0,0,0,0,60,402,60,453,0,0,0,0,30,108,50,162
1,AL,35019,5,80,0,70,0,60,220,70,0,0,0,0,0,0,20,11172,80,11264,70,8153,40,12,0,0,0,0,30,28,0,0,0,0,0,0,20,719,20,0,0,0,0,0,0,20,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1100,6020,0,0,30,207,0,0,40,49,30,8,40,302,30,277,0,0,0,0,0,0,0,0,40,235,0,0,0,0,80,8592,80,1526,0,0,0,0,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1704,0,0,0,0,0,0,0,0,0,0,80,1464,80,1546,0,0,0,0,0,0,50,310
1,AL,35019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35020,1,5450,2420,350,2630,3530,10700,5180,180,180,0,90,250,2590,810,74874,5450,75813,4650,64667,170,54,60,60,50,40,70,25,1070,4088,40,13,100,672,560,5299,0,160,449,130,282,30,170,900,939,20,5,0,0,40,179,30,76,60,74,30,91,0,0,230,2870,3938,160,853,120,121,80,75,100,87,130,44,220,348,100,373,0,0,0,0,20,19,0,0,200,725,100,460,0,0,1780,9090,1820,977,0,0,80,24,770,256,0,0,80,30,150,80,260,50,270,75,40,16,760,1035,230,893,250,940,140,85,5220,19415,3440,11945,3290,11041,2380,3100,500,489,130,58,1230,721,2080,1865,0,0,0,0,320,268,5040,17795
1,AL,35020,2,2470,920,350,1140,1410,5250,2430,90,90,0,0,80,870,470,85962,2470,86572,2270,76764,160,82,60,58,50,19,250,137,270,-848,40,-7,80,681,460,7523,0,80,280,300,1958,0,0,320,610,50,12,0,0,0,0,50,143,130,149,0,0,0,0,570,8523,21292,280,1427,460,827,90,123,320,259,370,137,570,1413,280,1140,0,0,0,0,80,87,0,0,530,2617,290,1682,0,0,2370,39800,2370,4829,0,0,50,45,1280,1166,0,0,220,134,230,248,470,93,690,596,110,81,90,167,70,195,80,271,110,78,2440,10145,920,1959,810,1716,640,885,210,198,0,0,1730,3663,1830,3936,0,0,0,0,300,427,2160,6603
1,AL,35020,3,720,280,200,210,430,1420,500,0,0,0,0,0,150,200,42946,720,43191,650,35070,120,70,50,76,40,36,190,125,90,6,30,29,50,647,210,4879,0,40,184,140,2007,0,0,140,245,30,8,0,0,0,0,20,60,60,61,0,0,0,0,330,5507,20160,100,484,280,734,40,90,230,201,230,94,330,1160,200,898,0,0,0,0,80,96,0,0,300,1754,160,879,50,251,720,27837,720,3932,0,0,0,0,280,401,0,0,50,27,70,94,40,5,160,209,40,49,40,73,0,0,0,0,0,0,710,4859,0,0,0,0,0,0,60,57,0,0,700,3531,700,3670,0,0,0,0,180,358,540,1517
1,AL,35020,4,230,60,120,40,150,500,150,0,0,0,0,0,40,90,19798,230,19936,200,14657,60,39,30,110,20,99,90,74,40,214,20,32,30,525,90,2626,0,0,0,70,1307,20,696,50,138,0,0,0,0,0,0,0,0,40,34,0,0,0,0,130,2633,11064,50,257,110,397,30,91,100,98,90,40,130,586,90,476,0,0,0,0,0,0,0,0,120,875,50,360,0,0,230,13957,230,2136,0,0,0,0,80,123,0,0,30,14,40,47,0,0,50,67,30,12,20,64,0,0,0,0,0,0,230,2353,0,0,0,0,0,0,30,26,0,0,230,2013,230,2108,0,0,0,0,80,213,150,433
1,AL,35020,5,160,30,130,20,130,420,140,0,0,0,0,0,0,80,20265,160,20398,160,15851,70,82,30,36,30,40,80,85,40,228,30,164,30,896,100,4981,0,0,0,60,1466,0,0,50,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3036,18425,0,0,110,569,0,0,110,167,90,43,120,842,90,552,0,0,0,0,0,0,0,0,120,1064,40,190,0,0,160,15474,160,2669,0,0,0,0,60,86,0,0,0,0,0,0,0,0,20,33,0,0,30,65,0,0,0,0,0,0,160,2599,0,0,0,0,0,0,0,0,0,0,160,2593,160,2748,0,0,0,0,90,656,90,284
1,AL,35020,6,20,0,0,0,0,40,0,0,0,0,0,0,0,0,5630,20,5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4814,20,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1057,0,0,0,0,0,0,0,0,0,0,20,1144,20,1178,0,0,0,0,0,0,0,0
1,AL,35022,1,3240,1960,430,800,1800,4890,1730,110,70,30,30,70,840,680,42068,3240,42824,2510,33301,380,298,190,311,160,217,90,46,590,2088,150,-101,230,1517,500,4833,0,70,248,210,407,30,-56,580,756,0,0,0,0,30,171,0,0,90,61,40,130,0,0,340,5031,5212,240,1956,130,163,160,143,200,241,210,56,330,625,190,958,0,0,0,0,60,94,0,0,270,720,140,581,0,0,1290,7417,1310,800,0,0,80,22,380,145,0,0,30,9,120,72,130,21,110,33,0,0,430,592,210,808,210,791,70,34,2940,7830,1240,3818,1130,3467,830,1081,250,247,110,66,1040,654,1470,1299,0,0,0,0,300,269,2750,6769
1,AL,35022,2,2430,1120,550,660,1310,4450,1480,40,40,0,0,30,600,570,88746,2430,89859,2050,72547,410,289,210,317,180,241,360,222,400,-46,150,156,220,2242,540,10102,0,70,323,490,3505,60,375,540,1113,80,20,0,0,30,150,50,166,270,310,0,0,0,0,840,12443,32146,340,2007,620,1146,190,264,610,692,560,179,840,2341,560,3211,0,0,30,25,220,294,0,0,740,3065,290,1418,0,0,2350,44346,2340,5472,0,0,80,57,1040,981,40,1,170,104,270,304,340,57,510,439,100,68,190,415,120,439,120,513,90,57,2380,9700,570,1077,460,906,420,540,210,196,30,37,1910,4490,2000,5022,0,0,0,0,430,652,1980,5253
1,AL,35022,3,1610,580,620,340,880,3230,1000,20,20,0,0,0,310,480,98727,1610,99749,1380,75707,410,434,210,631,180,450,590,446,250,771,150,332,180,2919,480,11697,40,60,215,390,5885,40,147,460,1022,60,15,0,0,20,175,50,212,230,259,30,79,0,0,960,17350,59236,270,1737,780,2109,160,273,790,1023,720,272,960,3781,770,4831,50,156,0,0,310,458,0,0,870,4603,320,1576,50,371,1600,61492,1600,8570,0,0,40,103,650,956,40,2,120,69,150,210,90,14,390,551,90,86,140,352,20,87,50,198,50,55,1590,10800,0,0,0,0,60,69,120,120,0,0,1530,7614,1550,8088,0,0,0,0,350,770,1240,3396
1,AL,35022,4,1020,240,640,110,560,2320,660,0,0,0,0,0,140,280,88091,1020,88733,920,68691,340,160,170,523,160,373,460,400,190,816,120,265,140,2447,330,9615,0,30,93,240,5073,50,613,290,642,60,16,0,0,20,134,0,0,130,161,0,0,0,0,680,14115,58515,120,1005,600,2166,70,140,600,853,510,218,680,3431,580,4093,0,0,20,7,220,358,30,26,620,3780,200,1185,0,0,1020,60424,1020,9006,0,0,0,0,420,685,40,2,100,56,100,117,0,0,290,412,50,65,110,259,0,0,0,0,0,0,1010,10453,0,0,0,0,0,0,60,51,0,0,1010,8321,1020,8690,0,0,0,0,260,566,750,2296
1,AL,35022,5,1300,160,1060,80,720,3440,1080,0,0,0,0,0,150,350,172609,1300,174143,1220,140618,550,326,320,964,290,667,800,926,260,2321,240,1169,190,5016,430,14127,0,50,164,250,5752,100,1844,430,1534,80,22,0,0,50,519,50,232,170,198,30,61,0,0,1070,27256,143843,110,909,1000,5489,50,158,1010,1640,880,410,1070,7764,980,7835,30,158,50,19,60,47,0,0,990,7511,280,2543,40,418,1300,128569,1300,22251,0,0,0,0,520,756,60,8,150,92,140,205,0,0,250,321,80,66,150,476,0,0,0,0,0,0,1300,23385,0,0,0,0,0,0,120,114,0,0,1300,21496,1300,22232,0,0,0,0,490,2020,790,2987
1,AL,35022,6,200,0,180,0,140,550,170,0,0,0,0,0,0,80,55958,200,56439,190,41411,130,212,80,939,80,826,140,302,50,1466,80,1721,30,1382,60,2929,0,0,0,40,886,40,4059,70,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,7168,53399,0,0,190,2185,0,0,180,404,150,83,190,2696,170,1563,0,0,0,0,0,0,0,0,180,2255,30,388,0,0,200,46671,200,10896,70,200,0,0,50,77,20,2,20,9,0,0,0,0,0,0,0,0,40,215,0,0,0,0,0,0,200,10534,0,0,0,0,0,0,0,0,0,0,200,10819,200,11215,80,58,70,53,110,1451,90,679
1,AL,35023,1,3690,2240,510,890,2130,5640,1960,70,70,0,30,80,900,880,49307,3690,50162,2780,37459,510,379,190,335,170,214,80,31,640,2473,130,-20,290,1806,700,6946,0,100,311,280,470,30,-1,640,855,0,0,0,0,40,171,20,60,110,95,20,78,0,0,330,4259,5108,240,1479,130,137,160,147,160,144,200,52,330,535,180,893,0,0,0,0,40,47,0,0,270,837,120,449,0,0,1580,9080,1610,975,0,0,90,30,470,167,20,0,40,14,120,69,170,31,140,46,0,0,460,616,230,954,230,952,80,43,3390,9066,1440,4400,1320,3935,920,1162,250,236,110,49,1290,808,1770,1493,0,0,0,0,290,218,3220,7752
1,AL,35023,2,2910,1210,830,780,1680,5760,2040,40,40,0,0,70,690,700,105596,2910,106434,2480,85106,500,404,190,252,150,179,340,176,360,325,110,138,270,2653,700,12224,0,100,361,610,4343,40,173,500,838,70,16,0,0,40,150,40,151,220,238,20,51,0,0,720,10692,27458,340,2283,520,881,180,231,470,449,520,185,720,1795,450,2218,20,79,0,0,160,189,0,0,620,2551,260,1426,0,0,2820,51806,2820,6326,0,0,90,73,1230,1159,0,0,250,143,250,252,450,83,700,636,90,37,180,342,110,370,120,432,110,68,2860,12011,830,1641,700,1374,550,738,200,187,40,25,2270,5167,2400,5655,0,0,0,0,410,521,2480,6813
1,AL,35023,3,1550,390,870,250,1000,3590,1160,0,0,0,0,0,250,470,95157,1550,95661,1350,73438,380,296,170,307,150,236,390,243,220,622,120,410,170,2740,460,11048,0,90,318,400,6208,40,268,310,504,40,11,0,0,0,0,30,121,130,136,0,0,0,0,600,10278,37157,180,1069,490,1310,100,157,490,481,460,178,600,2181,460,2196,0,0,30,9,150,151,0,0,550,2925,240,1597,50,247,1550,59707,1550,8097,0,0,0,0,680,1066,50,3,120,63,130,176,120,20,470,696,70,55,130,268,20,58,30,78,50,43,1540,10356,0,0,0,0,80,105,110,102,0,0,1470,7031,1480,7425,0,0,0,0,320,612,1220,3499
1,AL,35023,4,930,130,710,90,610,2330,700,0,0,0,0,0,120,280,80096,930,80525,820,60580,290,227,130,223,120,189,330,263,160,821,90,262,120,2782,330,9115,40,60,181,250,5492,40,431,220,429,40,10,0,0,30,294,0,0,90,94,20,39,0,0,440,8484,38368,80,651,380,1337,50,94,410,439,360,143,440,2061,390,2257,20,60,0,0,130,165,0,0,420,2350,150,901,0,0,930,56211,930,8137,0,0,20,54,370,630,0,0,80,41,90,119,0,0,280,426,30,14,100,233,0,0,20,75,0,0,920,9377,0,0,0,0,0,0,60,58,0,0,920,7508,920,7887,0,0,0,0,250,657,670,2111
1,AL,35023,5,900,60,810,30,590,2480,770,0,0,0,0,0,70,280,114801,900,115524,840,89262,410,522,160,291,140,237,490,443,140,2021,110,1205,150,5225,330,10946,0,60,189,210,4958,50,1249,270,723,60,15,0,0,0,0,20,93,110,109,0,0,0,0,620,13707,81156,50,352,580,3033,30,66,590,720,530,273,620,4171,540,3444,0,0,30,5,30,17,0,0,590,4135,180,1422,0,0,900,87489,900,14653,30,54,0,0,390,606,40,2,80,38,120,182,0,0,210,281,40,25,90,292,0,0,0,0,0,0,900,15431,0,0,0,0,0,0,110,114,0,0,900,14048,900,14488,0,0,0,0,310,1237,570,2096
1,AL,35023,6,70,0,60,0,50,180,50,0,0,0,0,0,0,30,20677,70,21075,60,12542,60,258,40,254,40,227,40,84,0,0,30,875,0,0,20,1358,0,0,0,20,576,30,3245,20,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1912,18807,0,0,60,626,0,0,60,104,50,37,60,785,40,326,0,0,0,0,0,0,0,0,60,804,0,0,0,0,70,18057,70,4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4067,0,0,0,0,0,0,0,0,0,0,70,4360,70,4510,20,18,30,38,40,809,20,192
1,AL,35031,1,1190,620,330,210,750,2120,760,0,0,0,0,40,250,250,15345,1190,15602,910,11612,160,140,50,70,50,47,0,0,240,1831,50,59,70,665,170,1478,70,30,78,50,101,0,0,250,257,0,0,0,0,40,123,0,0,0,0,0,0,0,0,60,1075,833,50,512,0,0,30,25,30,19,30,6,60,83,30,133,0,0,0,0,0,0,0,0,40,108,0,0,0,0,400,2431,420,261,0,0,40,10,110,33,0,0,0,0,20,10,40,9,40,12,0,0,220,332,90,437,100,451,30,13,1100,3032,510,1453,440,1233,330,438,40,31,50,15,350,227,550,587,0,0,0,0,100,92,1030,2531
1,AL,35031,2,810,260,400,130,560,1960,750,0,0,0,0,40,160,140,29061,810,29409,720,24518,140,126,30,64,30,40,70,37,120,1309,50,171,40,380,130,2159,50,30,94,140,773,0,0,160,348,30,8,0,0,0,0,0,0,60,49,0,0,0,0,90,1377,3306,40,303,80,138,20,23,60,30,60,11,90,225,60,285,0,0,0,0,0,0,0,0,60,272,60,353,0,0,760,12714,760,1493,0,0,40,47,370,317,30,0,40,24,40,42,150,33,240,218,0,0,90,247,50,227,40,195,60,46,800,3513,260,553,210,455,200,324,40,31,20,7,580,1176,640,1469,0,0,0,0,100,170,710,2182
1,AL,35031,3,430,70,330,30,300,1160,400,0,0,0,0,0,50,100,25650,430,25917,380,20986,120,122,40,140,50,114,60,43,60,459,60,481,40,438,110,2184,50,0,0,100,1319,40,240,100,267,0,0,0,0,30,208,0,0,30,34,0,0,0,0,100,2002,6393,40,234,80,195,40,57,80,57,80,16,100,307,80,456,0,0,0,0,40,49,0,0,80,407,50,423,0,0,420,15269,420,1979,0,0,0,0,230,318,0,0,0,0,40,46,70,11,160,244,40,11,70,178,0,0,20,74,0,0,420,2665,0,0,0,0,30,41,30,25,0,0,390,1661,400,1827,0,0,0,0,90,170,320,968
1,AL,35031,4,230,30,200,0,160,630,190,0,0,0,0,0,30,60,19971,230,20119,200,16181,70,89,20,23,0,0,70,49,30,-9,0,0,30,445,70,2033,40,0,0,40,915,0,0,60,148,40,10,0,0,0,0,0,0,50,42,0,0,0,0,80,1672,7364,30,218,80,267,0,0,70,39,70,15,80,341,60,398,0,0,0,0,0,0,0,0,70,367,40,425,0,0,230,13939,230,1932,0,0,0,0,100,161,0,0,20,12,20,23,0,0,80,125,0,0,0,0,0,0,0,0,0,0,230,2266,0,0,0,0,0,0,40,31,0,0,230,1771,230,1867,0,0,0,0,60,185,170,577
1,AL,35031,5,180,0,170,0,150,520,160,0,0,0,0,0,0,60,23303,180,23708,170,18879,100,54,40,61,30,35,100,124,40,325,30,187,30,480,70,2456,50,0,0,40,898,30,1645,70,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3010,19761,0,0,110,718,0,0,110,102,100,28,120,878,100,727,0,0,0,0,0,0,0,0,110,793,40,391,0,0,180,17772,180,2949,0,0,0,0,80,113,0,0,0,0,20,29,0,0,50,71,0,0,30,103,0,0,0,0,0,0,180,3054,0,0,0,0,0,0,0,0,0,0,180,2836,180,2965,0,0,0,0,70,512,120,450
1,AL,35031,6,20,0,20,0,0,60,20,0,0,0,0,0,0,0,6584,20,6584,20,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5815,20,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1324,0,0,0,0,0,0,0,0,0,0,20,1483,20,1552,0,0,0,0,0,0,0,0
1,AL,35033,1,460,270,120,70,260,690,190,0,0,0,0,20,100,100,5789,460,5900,340,4252,80,35,20,34,40,24,0,0,90,592,20,31,40,213,70,637,0,30,81,20,62,0,0,90,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,318,354,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1090,180,118,0,0,0,0,50,14,0,0,0,0,0,0,20,2,0,0,0,0,80,103,30,184,40,183,0,0,410,991,170,437,140,379,90,109,0,0,30,16,160,104,230,219,0,0,0,0,50,52,370,821
1,AL,35033,2,380,130,180,70,260,800,250,0,0,0,0,20,90,100,13598,380,13736,320,10682,80,41,30,22,0,0,30,13,60,370,50,51,50,475,70,1451,40,0,0,80,502,20,315,80,138,20,6,0,0,40,170,0,0,50,37,0,0,0,0,60,873,2297,50,387,50,61,40,38,50,33,40,6,60,107,40,212,0,0,0,0,0,0,0,0,60,214,40,371,0,0,350,6320,350,761,0,0,40,26,150,133,0,0,0,0,50,55,60,12,100,93,30,6,50,102,30,147,40,180,50,29,360,1594,110,239,80,186,90,110,50,40,0,0,290,628,320,753,0,0,0,0,60,102,320,939
